added_by,artist,banner,buy_enabled,description,download_enabled,downloads,host,listens,rating_count,rating_score,release_date,streaming_enabled,title,tracks,views
karlkani,G Cinco,sponsored,no,"New mixtape from G Cinco (Nick Gordon of MLB's Twins) ""I Do It All"" available now!",yes,70,,233,3,2,3/24/2018,yes,I Do It All,9,2544
karlkani,Trap Dickey,sponsored,no,"New mixtape from Trap Dickey ""Trappin The Hardaway"" available now!",yes,224,,500,13,5,3/24/2018,yes,Trappin The Hardaway,10,3296
karlkani,Adamn Killa,sponsored,no,"New mixtape from Adamn Killa ""Adamn Everlasting (In Loving Memory of Jalen)"" available now!",yes,440,,943,18,4,3/24/2018,yes,Adamn Everlasting (in Loving Memory Of Jalen),12,5821
karlkani,070 Shake,sponsored,no,"New EP from 070 Shake ""Glitter"" available now!",yes,4624,,6352,75,4,3/24/2018,yes,Glitter (EP),6,41460
donQ,Don Q,none,yes,"New mixtape from Don Q ""Don Talk"" available now on DatPiff!",no,,,117294,762,4,3/23/2018,yes,Don Talk,8,226209
karlkani,LevyGrey,exclusive,no,"New project from LevyGrey ""Shades"" available now on DatPiff!",yes,262,,795,10,5,3/23/2018,yes,Shades,5,6076
karlkani,Cashtalk,sponsored,no,"New mixtape from Cashtalk ""City Of God II"" available now on DatPiff!",yes,221,,1022,7,4,3/23/2018,yes,City Of God II,15,5177
karlkani,Smurf Franklin,sponsored,no,"New mixtape from Smurf Franklin ""Live From D Block"" available now!",yes,868,,4144,39,3,3/23/2018,yes,Live From D Block,17,14359
streetkingpin,Mook Boy,sponsored,no,"New mixtape from Mook Boy ""Helicopter Handwritting"" available now!",yes,5666,,27078,127,4,3/23/2018,yes,Helicopter Handwritting,16,60709
hustlehearted,Chief Keef,sponsored,yes,"Chief Keef ""The Leek Vol.5""",no,,,69047,457,4,3/22/2018,yes,The Leek 5,17,163516
karlkani,Crimeapple & Big Ghost Ltd,sponsored,no,"New project from Crimeapple & Big Ghost Ltd ""Aguardiente"" available now!",yes,1221,,2283,36,4,3/22/2018,yes,Aguardiente,12,14155
traethatruth,Trae Tha Truth,none,yes,"Trae Tha Truth presents ""Hometown Hero""",no,,,64514,561,4,3/21/2018,yes,Hometown Hero,12,142565
hustlehearted,Boonk,sponsored,yes,"New Boonk project ""Dat Boonk Gang Shit""",no,,,12611,322,2,3/21/2018,yes,Dat Boonk Gang Shit,12,47834
yungbans,Yung Bans,none,yes,"Yung Bans, Vol. 4 EP",no,,,22657,217,4,3/21/2018,yes,Yung Bans Vol. 4,6,61172
karlkani,Calez,sponsored,no,"New EP from Calez ""Poppa"" featuring Mick Jenkins & Alex Wiley available now!",yes,124,,161,2,5,3/21/2018,yes,Poppa EP,5,2873
SkippaDaFlippa,Skippa Da Flippa,sponsored,no,"New project from Skippa Da Flippa x Ray G ""Havin Our Way"" #SXSE Edition available now!",yes,11133,DJ Ray G,37666,171,4,3/20/2018,yes,Havin Our Way,21,87822
JESSICADIMEQOM,Jessica Dime,exclusive,no,"LHHATL star Jessica Dime returns with her long awaited 4th Gangsta In a Skirt Mixtape compilation titled ""KING DIME"".",yes,4421,,19474,180,4,3/19/2018,yes,Gangsta In A Skirt 4: King Dime,15,59285
karlkani,FIJIMACINTOSH,sponsored,no,"New project from FIJIMACINTOSH ""Satellite Crash"" available now!",yes,462,,517,11,5,3/18/2018,yes,Satellite Crash,10,6122
reedDollaz,Reed Dollaz,exclusive,no,"Part 2 of ""Reedvenge"" from Reed Dollaz",yes,3812,,16412,106,4,3/17/2018,yes,Reedvenge 2,14,45963
marlo,Marlo,sponsored,no,"New mixtape from Marlo ""9th Ward God"" available now on DatPiff!",yes,5193,,32904,144,3,3/16/2018,yes,9th Ward God,17,75052
hustlehearted,Chris Landry,sponsored,no,,yes,1394,Hustle Hearted,6406,66,4,3/16/2018,yes,Sacrifices,9,20914
hustlehearted,FG Famous,sponsored,no,,yes,3237,,9574,74,4,3/16/2018,yes,Head Young'n In Charge,10,30265
hustlehearted,Mista Cain & Ray Vicks,none,no,"Baton Rouge's own Mista Cain and Ray Vicks team up for their new mixtape ""Values & Morals"".",yes,4282,,15488,97,5,3/16/2018,yes,Values & Morals,13,40022
dj hektik,Jakk Jo,exclusive,no,"From a legendary bloodline this artist has the spirit of many celebrated artists. From thought provoking music to emotional snatching lyrics he will take you through a lifetime of suffering and exhilaration.

Jakk Jo may be an upcoming artist but heï¿½s definitely not new to the industry. Being the son of the 1st Lady of 'NO Limit Records', ï¿½MIA Xï¿½,- has shown him how hard work and persistence pays off! Jakk Jo was raised on hip hop and his sound has that back in the day flare to it. Representing for Louisiana, his music reflects his perception of the reality coming up in the streets of the NOLA projects.
Jakk Jo recently dropped Wohday Musik3 which is part #3 of a tribute Mixtape series to honor some of his influences including his legendary mom. The mixtape, is already generating some serious buzz for him and Cash Money.",yes,294,DJ Hektik,1161,12,4,3/16/2018,yes,Jakk Jo 2k18,22,7329
hustlehearted,J-Queezy,sponsored,no,,yes,33,Hustle Hearted,53,1,5,3/16/2018,yes,For My Family,12,1745
karlkani,Mula Boyz,sponsored,no,"New mixtape from Mulz Boyz ""Welcome To Mula World"" out now!",yes,42,,189,2,5,3/16/2018,yes,Welcome To Mula World,15,2568
NoahWatson,Noah Watson,exclusive,no,"The Second Installment of the Fiction series by Noah Watson.

For Booking NoahWatsonManagment@gmail.com

Enjoy!",yes,60,,348,4,5,3/16/2018,yes,Fiction 2: Based On True Events,14,3843
trecapps,Tre Capital,sponsored,no,"New project from Tre Capital ""New Tier"" available now!",yes,270,,1024,24,3,3/16/2018,yes,New Tier,7,7106
karlkani,Mo3,sponsored,no,"New mixtape from Mo3 ""Shottaz 3.0"" featuring Moneybagg Yo available now!",yes,42329,,144004,583,4,3/15/2018,yes,Shottaz 3.0,21,338678
karlkani,MobbLyfeLo,sponsored,no,"New mixtape from MobbLyfeLo ""Stuck In The Trap"" available now!",yes,84,Hustle Hearted,252,2,3,3/15/2018,yes,Stuck In The Trap,11,2201
karlkani,Lil Boogie,sponsored,no,"New mixtape from Lil Boogie ""GMN Shit"" available now!",yes,142,,440,2,5,3/15/2018,yes,GMN Shit,11,3146
tayyibali,Tayyib Ali,sponsored,no,"New EP from Tayyib Ali ""Wired Shut"" available now!",yes,446,,1364,18,3,3/15/2018,yes,Wired Shut,6,7097
DNA1,D.N.A,exclusive,no,"Part 2 of ""All Features"" from D.N.A",yes,1767,,6152,67,4,3/15/2018,yes,All Features Vol 2,24,27980
hustlehearted,Kur,sponsored,no,"New mixtape from Kur ""Madness"" available now on DatPiff!",yes,13130,,74514,277,4,3/14/2018,yes,Madness,10,158636
schweinbeck,Dusty Leigh,exclusive,no,"Dusty Leigh presents ""Boujee Nights""",yes,361,,1155,15,4,3/14/2018,yes,Boujee Nights,13,8342
wale,Wale,none,yes,"New EP from Wale ""It's Complicated"" available now!",no,,,146230,1142,4,3/13/2018,yes,It's Complicated EP,4,321950
shortdawg,Fre$h Aka Short Dawg,exclusive,no,"New project from Fre$h aka Short Dawg ""March Madness 4"" available now!",yes,5306,,22876,147,4,3/13/2018,yes,March Madness 4,12,62021
Chuma_Ghxst,Ghxst,sponsored,no,"Hosted By DJ Champ & DJ Lil Keem
""Underestimated ""
@ChumaGhxst",yes,19061,Dj Champ & Dj Lil Keem,34465,304,4,3/13/2018,yes,Underestimated,6,154427
karlkani,C Bane,sponsored,no,"New mixtape from C Bane ""No Love"" available now!",yes,326,,824,11,4,3/13/2018,yes,No Love,13,6674
flybeats09,Trap Beckham,exclusive,no,"Trap Beckham presents ""Evil Emoji""",yes,1224,,5307,41,3,3/12/2018,yes,Evil Emoji,14,20727
karlkani,Lyndo Cartel,sponsored,no,"New mixtape from Lyndo Cartel ""Active"" available now!",yes,36,DJ Jon Wells,117,4,3,3/12/2018,yes,Active,13,1488
trapaholics,XVL Pimp V,sponsored,no,,yes,113,Trap-A-Holics,311,5,2,3/12/2018,yes,Backwoods & Hennessy,17,4034
djflipcyide01,Christ Bearer,exclusive,no,"Christ Bearer from the West Coast Killa Beez/Northstar is back with his official Mixtape ""Atomic God"" hosted by Christ Bearer and Mixed by DJ Flipcyide this is a prelude to his Official Album ""The Christ Experience"" that will be released on December 25th.",yes,225,DJ Flipcyide,728,20,2,3/12/2018,yes,Atomic God,10,7149
cokeboycheeze,Cheeze,exclusive,no,"Coke Boy Cheeze x DJ Padrino The Connect present ""Feature Presentation""",yes,850,DJ Padrino The Connect,3889,38,4,3/12/2018,yes,Feature Presentation,17,21555
Dat_Boy_Stone,Ball Greezy,sponsored,no,"New project from Ball Greezy ""Bae Day 2"" available now!",yes,13207,,36058,189,5,3/11/2018,yes,Bae Day 2,11,96558
karlkani,Sammie Splurge,sponsored,no,"New project from Sammie Splurge ""Cut The Check 2"" available now!",yes,97,,311,3,3,3/11/2018,yes,Cut The Check 2,16,2761
karlkani,Blacc Zacc,sponsored,no,"New mixtape from Blacc Zacc ""New Blacc City"" available now!",yes,1087,,2490,14,5,3/11/2018,yes,New Blacc City,9,9077
bigtrill,Rackboy Cam,exclusive,no,"Rackboy Cam presents ""Image Is Everything 2""",yes,764,,7110,30,4,3/11/2018,yes,Image Is Everything 2,13,14677
karlkani,Fredro Starr,sponsored,no,"New project from Fredro Starr ""Firestarr 2"" available now!",yes,3623,,14183,139,4,3/11/2018,yes,Firestarr 2,13,36766
hustlehearted,Jose Guapo,sponsored,yes,"Jose Guapo ""Lingo 2 : The Return"" mixtape",no,,XVL,49448,313,4,3/10/2018,yes,Lingo 2 : The Return,14,103335
karlkani,TooEasy Black,sponsored,no,"New mixtape from TooEasy Black ""Man Time"" available now!",yes,33,,59,0,0,3/11/2018,yes,Man Time,20,1199
karlkani,Sipp Slo,sponsored,no,"New project from Sipp Slo ""Feel My Cup"" Hosted by DJ Seanblaze, DJ Tony Tone & Cam Dolla available now!",yes,54,"DJ Seanblaze, DJ Tony Tone & Cam Dolla",109,0,0,3/11/2018,yes,Feel My Cup,13,1676
karlkani,Tray Tray,sponsored,no,"New mixtape from Tray Tray ""Born Legend"" hosted by DJ Cortez and presented by FBG.",yes,1029,Freebandz & DJ Cortez,4859,27,4,3/10/2018,yes,Born Legend,12,15501
karlkani,Honcho Da Savage,none,no,"New project from Honcho Da Savage ""Parallel Universe"" available now!",yes,74,,130,1,5,3/10/2018,yes,Parallel Universe,7,2238
karlkani,03 Greedo,sponsored,yes,"New project from 03 Greedo ""The Wolf of Grape Street"" available now!",no,,Alamo Records,35948,292,3,3/9/2018,yes,The Wolf Of Grape Street,21,107175
karlkani,Kenny Man,sponsored,no,"New project from Kenny Man ""Bale Talk 2"" available now!",yes,348,,1308,12,4,3/9/2018,yes,Bale Talk 2,13,8122
BrinxBillions,Brinx Billions,exclusive,no,debut Mixtape/album,yes,639,Bigga Rankin,3032,28,4,3/9/2018,yes,Driptape,10,9776
robbanks,Robb Bank$,none,no,"New project from Robb Bank$ ""Molly World"" available now!",yes,3407,,14764,146,4,3/9/2018,yes,Molly World,14,44994
flipp,Flipp Dinero,exclusive,no,"Flipp Dinero presents ""GuaLa See GuaLa""",yes,7290,,15780,96,5,3/9/2018,yes,Guala See Guala,6,62121
therealsuzi,Suzi,exclusive,no,"Suzi presents ""C.O.L.D. (Confessions Of A Loners Dopeness)"" hosted by Bigga Rankin featuring Caskey and executive-produced by Jbo OnDaBeat along with MOW, Tasha Catour, and Supah Mario!
Support & purchase here: https://linktr.ee/therealsuzi",yes,7130,Bigga Rankin,27328,775,5,3/8/2018,yes,C.O.L.D. (Confessions Of A Loners Dopeness),10,85898
trapaholics,Bo Deal,sponsored,no,,yes,1275,Trap-A-Holics,3983,49,4,3/8/2018,yes,Good Side Bad Side Pt 2,15,14662
pagekennedy,Page Kennedy,exclusive,no,"Page Kennedy presents part 2 of ""Straight Bars""",yes,2715,,10483,132,4,3/8/2018,yes,Straight Bars 2,10,38302
wuntayktimmy,Wuntayk Timmy,exclusive,no,"Wuntayk Timmy presents ""Rest When I'm Rich""",yes,4014,,21943,154,4,3/8/2018,yes,Rest When I'm Rich,17,57397
flybeats09,Various Artists,sponsored,no,"New project from ETHIKA.  Part 2 of their ""RGB"" mixtape series featuring YFN Lucci, 2 Chainz, Kid Ink, Lil Skies, YBS Skola, Lil Wayne, Kodak Black, Casey Veggies & more!",yes,31443,,160799,575,4,3/7/2018,yes,RGB 2 (Presented By Ethika),19,384077
karlkani,Bender Pullem,sponsored,no,"New mixtape from Bender Pullem ""Everything Proper"" available now!",yes,36,,89,2,5,3/7/2018,yes,Everything Proper,9,1547
mykel,Don Mykel,sponsored,no,"New EP from Don Mykel ""2ero Pati3nce"" available now!",yes,722,,2350,23,5,3/7/2018,yes,2ero Pati3nce EP,5,9212
anders,Anders,none,no,"New project from Toronto R&B artist ANDERS ""Twos"" Production by LUCA, FrancisGotHeat, Jordon Manswell, Bizness Boi, J.Valle, S.L.M.N. and Countach. EP mixed & mastered by Dot Da Engineer",no,,,3817,45,5,3/7/2018,yes,Twos,8,14964
OfficialSpitta,Fiend,exclusive,no,"New project from Fiend ""International Jones: Player Chit"" available now exclusively on DatPiff!",yes,13183,JET LIFE,46668,380,4,3/7/2018,yes,International Jones: Player Chit,9,124117
snoopdogg,Snoop Dogg & Various Artists,sponsored,no,Snoop Dogg presents Tha Return Of Doggystyle Mixtape Records (Tha Mixtape) available now!,yes,8520,,23279,157,4,3/6/2018,yes,Tha Return Of Doggystyle Mixtape,10,81077
hustlehearted,YRN Lingo,sponsored,no,"New EP from Migos artist YRN Lingo ""Lingo Kong"" available now!",yes,2573,YRN,10465,64,4,3/6/2018,yes,Lingo Kong,4,31388
pouya,Pouya,sponsored,no,"New project from Pouya ""FIVE FIVE"" available now!",yes,15060,,43034,515,5,3/5/2018,yes,FIVE FIVE,11,122608
kidklutch251,Kid Klutch,exclusive,no,"Straight out the woods of Theodore, Al. With Pheel Ya Productions on boards, this young artist bring the music, trap, and life to a whole another level. This is KID KLUTCH presents ""Thought Of Mine Ep"" For Bookings Shows/Feats :251-533-6940",yes,357,DJ Korvey,1116,48,5,3/5/2018,yes,Thought Of Mine,5,11315
karlkani,DJ E. Sudd,sponsored,no,"New project from DJ E Sudd ""Still Servin EP"" available now!",yes,630,,2914,33,3,3/5/2018,yes,Still Servin EP,6,11505
killy,Killy,sponsored,no,"New project from Killy ""Surrender Your Soul"" available now!",no,,,16068,261,5,3/5/2018,yes,Surrender Your Soul,10,56713
karlkani,J Hood,exclusive,no,"New project from J Hood ""Killer of Kings: 3 Day Theory"" available now on DatPiff!",yes,4904,,20166,181,4,3/5/2018,yes,Killer Of Kings: 3 Day Theory,6,59465
ronbrowz,Ron Browz,exclusive,no,"New project from Ron Browz ""Uncomfortable State"" available now!",yes,4347,,15898,128,4,3/3/2018,yes,Uncomfortable State,10,55566
streetkingpin,1Syke,exclusive,no,"Tampa, Florida may be known for Juke Muzik and Night Life, but now Tampa has another reason to be excited. 1Syke, a gangsta turned street artist known for his witty story telling, picture painting,and infectious type rhymes, in which he exhibits in his latest project Jack Boi Muzik 3 (JBM3)  due to set the streets on fire March 3, 2018.   You will definitely get to see the life behind the mask and everything that comes with the street life! 



 ""JBM3 IS ABOUT THE UPS AND DOWNS OF A ROBBERS DAY TO DAY LIFE ON TOP OF DEALING WITH ANXIETY AND DEPRESSION! LOOSING FRIENDS AND DOING TIME IN PRISON AND DEALING WITH PEOPLE TURNING ON ME WHICH CAUSED ME TO BE ANTISOCIAL"" 


 , 1st Quarter. While making splash with lead singles ""Intro feat Bigga Rankin"" and ""Sum Mo"", the gangsta god still holds his city (West Tampa) with a track title ""Dolo"". 1Syke has linked up with The OG himself Bigga Rankin and Team Bigga Rankin's/Cool Running Djs and Promo Vatican to make sure this project is one to remember!  Ya rappers favorite Gangsta!  Bitch!",yes,144,Bigga Rankin,609,4,4,3/3/2018,yes,Jack Boi Muzik 3,14,14045
hustlehearted,Chief Keef,none,no,"Chief Keef continues his 'Leek' series with new mixtape ""The Leek 4""",yes,14922,Glo Gang,104083,641,4,3/2/2018,yes,The Leek 4,15,244593
Mozzy,Mozzy,sponsored,no,"New EP from Mozzy ""Spiritual Conversations"" available now!",yes,45638,,137863,717,4,3/2/2018,yes,Spiritual Conversations,6,318399
karlkani,Lil Aaron & Judge,sponsored,no,"Lil Aaron & Judge drop off their joint project featuring Lil West, Ro Ransom, Baby E & more available now on DatPiff!",yes,460,,1708,20,4,3/2/2018,yes,Aaron Judge: Rookie Of The Year,9,8342
karlkani,Kulture,exclusive,no,"New project from Kulture ""Kulture Hungry"" available now!",yes,423,DJ Holiday,2020,25,3,3/2/2018,yes,Kulture Hungry,15,10472
Dat_Boy_Stone,Jay Brown,sponsored,no,"New mixtape from Jay Brown ""Money Luvin Youngin: The Lick Tape"" hosted by DJ Scream & DJ Bandz available now!",yes,700,DJ Scream & DJ Bandz,3308,25,4,3/2/2018,yes,Money Luvin Youngin: The Lick Tape,14,10608
wiFiLord,Q Money,none,no,Neva Had Shit The Mixtape,yes,2706,,18970,132,4,3/2/2018,yes,Neva Had Shit,10,48109
skooly,Skooly,sponsored,no,"Part 2 of Skooly's ""Dont You Ever Forget Me"" mixtape series available now!",yes,10316,,42969,210,5,3/2/2018,yes,Don't You Ever Forget Me 2,14,96356
karlkani,Bump J,sponsored,no,"New project from Bump J - 606 God Hosted by DJ 1Hunnit, Stack Or Starve available now!",yes,5408,DJ 1Hunnit & Stack Or Starve,19204,148,5,3/1/2018,yes,606 God,18,49080
syaridakid,Sy Ari Da Kid,none,no,"New project from Sy Ari Da Kid ""After The Heartbreak"" available now!",yes,11969,,83700,395,5,2/28/2018,yes,After The Heartbreak,19,157860
karlkani,Nefew,sponsored,no,"New project from Nefew ""Definition Of It 2"" Hosted by DJ Drama available now!",yes,3590,DJ Drama,14399,82,4,2/28/2018,yes,Definition Of It 2,10,41571
karlkani,Philthy Rich & Peezy,sponsored,no,"New project from Philthy Rich & Peezy ""East Side"" available now on DatPiff!",yes,10159,,29571,150,4,2/27/2018,yes,East Side,15,74347
DaveEast,D Jones,exclusive,no,"D Jones presents ""Definition Of A Lifer""",yes,935,,5431,44,4,2/27/2018,yes,Definition Of A Lifer,17,20819
evandergriiim,Evander Griiim,sponsored,no,New new records from Evander Griiim,yes,345,,1318,21,3,2/26/2018,yes,HEAT,2,5133
KanjiEnt,Ciz C,exclusive,no,"Ciz C is an up and coming Hip Hop Artist out of Kansas City, Missouri. His music mixes his day to day reality with his visions of his dreams & success. His first solo artist mix tape KanjiMade featured P.U.S.G a fan favorite. He also branched out & worked with Chicago Native Matti Baybee to construct ï¿½Actionï¿½ which has reached over 100,000 views on Youtube. The Kansas City Artist is currently in the process of Releasing KanjiMade 2 towards the middle of Fall 2017.



What are your goals for the music industry? ï¿½Before anything, I just want to be able to put out hit music that everyone can relate to on consistent bases.  My goals for the music industry is to stay an independent artist as long as possible, until I am stable enough to start my own record label which is Kanji Entertainment. I want to reach out and bring new talented artist and place them on a bigger platform to be heard.  



Where do you see yourself in the next 5-10 years? ï¿½These next 5-10 years Iï¿½ll have a platinum record with Kanji Entertainment being a Major Record label.ï¿½ 



* Major Accomplishments. 

Won Coast to Coast Live OKC 2015
Runner up Coast to Coast Live OKC 2016
150 Spins of P.U.S.G on national radio station
Action featuring Matti Baybee reaching over 100K views on Youtube


Target Audience 

- Ages 16-25 or older in urban communities. These are kids and adults that can relate to my lyrics because they will understand my problems and struggles and why I work so hard and push and want to make my dreams a reality. 

- Midwest, East Coast, West Coast, Southeastern and Southern Communitiesï¿½.

When my music becomes successful, reaching out to other countries is a dream of mine.",yes,92,Dj Swu,367,7,5,2/26/2018,yes,Kanjimade 2,12,4073
streetkingpin,ItsBallyBaby,sponsored,no,"AMG And Guy ATL in association with The Promo vatican and Kreative Kingpins presents ItsBallyBaby ""It's Bally Baby"" The Mixtape. Make sure to support the campaign and follow the movement.",yes,371,Guy ATL,1599,14,4,2/25/2018,yes,It's Bally Baby,11,7529
Currensy,Curren$y,exclusive,no,"Curren$y is back with a new 11 track project ""The Spring Collection"" featuring Roddy, Joey Bada$$ & more!",yes,74502,JET LIFE,302607,1752,4,2/24/2018,yes,The Spring Collection,12,660696
karlkani,A$AP Ant,sponsored,no,"New project from A$AP Ant ""The Prelude"" available now!",yes,6997,,25937,170,4,2/24/2018,yes,The Prelude,7,64760
